Date,Date_Num,GDP_Change_PC,GDP,DXY,UNRATE,PAYEMS,CPIAUCSL,FEDFUNDS
2/14/2005,4404,1.92%,12767.3,83.45,5.40,133033,3.05,2.50
2/21/2005,4411,1.92%,12767.3,83.45,5.40,133033,3.05,2.50
2/28/2005,4418,1.92%,12767.3,83.45,5.40,133033,3.05,2.50
3/7/2005,4425,1.92%,12767.3,82.77,5.20,133153,3.21,2.63
3/14/2005,4432,1.92%,12767.3,82.77,5.20,133153,3.21,2.63
3/21/2005,4439,1.92%,12767.3,82.77,5.20,133153,3.21,2.63
3/28/2005,4446,1.92%,12767.3,82.77,5.20,133153,3.21,2.63
4/4/2005,4453,1.22%,12922.7,84.43,5.20,133516,3.36,2.79
4/11/2005,4460,1.22%,12922.7,84.43,5.20,133516,3.36,2.79
4/18/2005,4467,1.22%,12922.7,84.43,5.20,133516,3.36,2.79
4/25/2005,4474,1.22%,12922.7,84.43,5.20,133516,3.36,2.79
5/2/2005,4481,1.22%,12922.7,84.49,5.10,133687,2.87,3.00
5/9/2005,4488,1.22%,12922.7,84.49,5.10,133687,2.87,3.00
5/16/2005,4495,1.22%,12922.7,84.49,5.10,133687,2.87,3.00
5/23/2005,4502,1.22%,12922.7,84.49,5.10,133687,2.87,3.00
5/30/2005,4509,1.22%,12922.7,84.49,5.10,133687,2.87,3.00
6/6/2005,4516,1.22%,12922.7,88.11,5.00,133940,2.54,3.04
6/13/2005,4523,1.22%,12922.7,88.11,5.00,133940,2.54,3.04
6/20/2005,4530,1.22%,12922.7,88.11,5.00,133940,2.54,3.04
6/27/2005,4537,1.22%,12922.7,88.11,5.00,133940,2.54,3.04
7/4/2005,4544,1.70%,13142.6,90.13,5.00,134297,3.07,3.26
7/11/2005,4551,1.70%,13142.6,90.13,5.00,134297,3.07,3.26
7/18/2005,4558,1.70%,13142.6,90.13,5.00,134297,3.07,3.26
7/25/2005,4565,1.70%,13142.6,90.13,5.00,134297,3.07,3.26
8/1/2005,4572,1.70%,13142.6,88.80,4.90,134495,3.65,3.50
8/8/2005,4579,1.70%,13142.6,88.80,4.90,134495,3.65,3.50
8/15/2005,4586,1.70%,13142.6,88.80,4.90,134495,3.65,3.50
8/22/2005,4593,1.70%,13142.6,88.80,4.90,134495,3.65,3.50
8/29/2005,4600,1.70%,13142.6,88.80,4.90,134495,3.65,3.50
9/5/2005,4607,1.70%,13142.6,86.55,5.00,134551,4.74,3.62
9/12/2005,4614,1.70%,13142.6,86.55,5.00,134551,4.74,3.62
9/19/2005,4621,1.70%,13142.6,86.55,5.00,134551,4.74,3.62
9/26/2005,4628,1.70%,13142.6,86.55,5.00,134551,4.74,3.62
10/3/2005,4635,1.38%,13324.2,90.13,5.00,134644,4.35,3.78
10/10/2005,4642,1.38%,13324.2,90.13,5.00,134644,4.35,3.78
10/17/2005,4649,1.38%,13324.2,90.13,5.00,134644,4.35,3.78
10/24/2005,4656,1.38%,13324.2,90.13,5.00,134644,4.35,3.78
10/31/2005,4663,1.38%,13324.2,90.13,5.00,134644,4.35,3.78
11/7/2005,4670,1.38%,13324.2,90.08,5.00,135001,3.34,4.00
11/14/2005,4677,1.38%,13324.2,90.08,5.00,135001,3.34,4.00
11/21/2005,4684,1.38%,13324.2,90.08,5.00,135001,3.34,4.00
11/28/2005,4691,1.38%,13324.2,90.08,5.00,135001,3.34,4.00
12/5/2005,4698,1.38%,13324.2,91.82,4.90,135161,3.34,4.16
12/12/2005,4705,1.38%,13324.2,91.82,4.90,135161,3.34,4.16
12/19/2005,4712,1.38%,13324.2,91.82,4.90,135161,3.34,4.16
12/26/2005,4719,1.38%,13324.2,91.82,4.90,135161,3.34,4.16
1/2/2006,4726,2.06%,13599.2,89.84,4.70,135425,4.02,4.29
1/9/2006,4733,2.06%,13599.2,89.84,4.70,135425,4.02,4.29
1/16/2006,4740,2.06%,13599.2,89.84,4.70,135425,4.02,4.29
1/23/2006,4747,2.06%,13599.2,89.84,4.70,135425,4.02,4.29
1/30/2006,4754,2.06%,13599.2,89.84,4.70,135425,4.02,4.29
2/6/2006,4761,2.06%,13599.2,89.51,4.80,135731,3.64,4.49
2/13/2006,4768,2.06%,13599.2,89.51,4.80,135731,3.64,4.49
2/20/2006,4775,2.06%,13599.2,89.51,4.80,135731,3.64,4.49
2/27/2006,4782,2.06%,13599.2,89.51,4.80,135731,3.64,4.49
3/6/2006,4789,2.06%,13599.2,90.22,4.70,136040,3.42,4.59
3/13/2006,4796,2.06%,13599.2,90.22,4.70,136040,3.42,4.59
3/20/2006,4803,2.06%,13599.2,90.22,4.70,136040,3.42,4.59
3/27/2006,4810,2.06%,13599.2,90.22,4.70,136040,3.42,4.59
4/3/2006,4817,1.13%,13753.4,89.63,4.70,136211,3.61,4.79
4/10/2006,4824,1.13%,13753.4,89.63,4.70,136211,3.61,4.79
4/17/2006,4831,1.13%,13753.4,89.63,4.70,136211,3.61,4.79
4/24/2006,4838,1.13%,13753.4,89.63,4.70,136211,3.61,4.79
5/1/2006,4845,1.13%,13753.4,85.97,4.60,136247,3.98,4.94
5/8/2006,4852,1.13%,13753.4,85.97,4.60,136247,3.98,4.94
5/15/2006,4859,1.13%,13753.4,85.97,4.60,136247,3.98,4.94
5/22/2006,4866,1.13%,13753.4,85.97,4.60,136247,3.98,4.94
5/29/2006,4873,1.13%,13753.4,85.97,4.60,136247,3.98,4.94
6/5/2006,4880,1.13%,13753.4,84.79,4.60,136328,4.18,4.99
6/12/2006,4887,1.13%,13753.4,84.79,4.60,136328,4.18,4.99
6/19/2006,4894,1.13%,13753.4,84.79,4.60,136328,4.18,4.99
6/26/2006,4901,1.13%,13753.4,84.79,4.60,136328,4.18,4.99
7/3/2006,4908,0.85%,13870.2,85.18,4.70,136522,4.10,5.24
7/10/2006,4915,0.85%,13870.2,85.18,4.70,136522,4.10,5.24
7/17/2006,4922,0.85%,13870.2,85.18,4.70,136522,4.10,5.24
7/24/2006,4929,0.85%,13870.2,85.18,4.70,136522,4.10,5.24
7/31/2006,4936,0.85%,13870.2,85.18,4.70,136522,4.10,5.24
8/7/2006,4943,0.85%,13870.2,85.05,4.70,136688,3.93,5.25
8/14/2006,4950,0.85%,13870.2,85.05,4.70,136688,3.93,5.25
8/21/2006,4957,0.85%,13870.2,85.05,4.70,136688,3.93,5.25
8/28/2006,4964,0.85%,13870.2,85.05,4.70,136688,3.93,5.25
9/4/2006,4971,0.85%,13870.2,84.94,4.50,136824,2.01,5.25
9/11/2006,4978,0.85%,13870.2,84.94,4.50,136824,2.01,5.25
9/18/2006,4985,0.85%,13870.2,84.94,4.50,136824,2.01,5.25
9/25/2006,4992,0.85%,13870.2,84.94,4.50,136824,2.01,5.25
10/2/2006,4999,1.22%,14039.6,85.59,4.40,136848,1.41,5.25
10/9/2006,5006,1.22%,14039.6,85.59,4.40,136848,1.41,5.25
10/16/2006,5013,1.22%,14039.6,85.59,4.40,136848,1.41,5.25
10/23/2006,5020,1.22%,14039.6,85.59,4.40,136848,1.41,5.25
10/30/2006,5027,1.22%,14039.6,85.59,4.40,136848,1.41,5.25
11/6/2006,5034,1.22%,14039.6,85.32,4.50,137069,1.97,5.25
11/13/2006,5041,1.22%,14039.6,85.32,4.50,137069,1.97,5.25
11/20/2006,5048,1.22%,14039.6,85.32,4.50,137069,1.97,5.25
11/27/2006,5055,1.22%,14039.6,85.32,4.50,137069,1.97,5.25
12/4/2006,5062,1.22%,14039.6,82.48,4.40,137253,2.52,5.24
12/11/2006,5069,1.22%,14039.6,82.48,4.40,137253,2.52,5.24
12/18/2006,5076,1.22%,14039.6,82.48,4.40,137253,2.52,5.24
12/25/2006,5083,1.22%,14039.6,82.48,4.40,137253,2.52,5.24
1/1/2007,5090,1.25%,14215.7,83.20,4.60,137476,2.08,5.25
1/8/2007,5097,1.25%,14215.7,83.20,4.60,137476,2.08,5.25
1/15/2007,5104,1.25%,14215.7,83.20,4.60,137476,2.08,5.25
1/22/2007,5111,1.25%,14215.7,83.20,4.60,137476,2.08,5.25
1/29/2007,5118,1.25%,14215.7,83.20,4.60,137476,2.08,5.25
2/5/2007,5125,1.25%,14215.7,84.63,4.50,137554,2.42,5.26
2/12/2007,5132,1.25%,14215.7,84.63,4.50,137554,2.42,5.26
2/19/2007,5139,1.25%,14215.7,84.63,4.50,137554,2.42,5.26
2/26/2007,5146,1.25%,14215.7,84.63,4.50,137554,2.42,5.26
3/5/2007,5153,1.25%,14215.7,83.68,4.40,137781,2.80,5.26
3/12/2007,5160,1.25%,14215.7,83.68,4.40,137781,2.80,5.26
3/19/2007,5167,1.25%,14215.7,83.68,4.40,137781,2.80,5.26
3/26/2007,5174,1.25%,14215.7,83.68,4.40,137781,2.80,5.26
4/2/2007,5181,1.31%,14402.1,82.87,4.50,137843,2.59,5.25
4/9/2007,5188,1.31%,14402.1,82.87,4.50,137843,2.59,5.25
4/16/2007,5195,1.31%,14402.1,82.87,4.50,137843,2.59,5.25
4/23/2007,5202,1.31%,14402.1,82.87,4.50,137843,2.59,5.25
4/30/2007,5209,1.31%,14402.1,82.87,4.50,137843,2.59,5.25
5/7/2007,5216,1.31%,14402.1,81.60,4.40,137993,2.71,5.25
5/14/2007,5223,1.31%,14402.1,81.60,4.40,137993,2.71,5.25
5/21/2007,5230,1.31%,14402.1,81.60,4.40,137993,2.71,5.25
5/28/2007,5237,1.31%,14402.1,81.60,4.40,137993,2.71,5.25
6/4/2007,5244,1.31%,14402.1,82.32,4.60,138072,2.69,5.25
6/11/2007,5251,1.31%,14402.1,82.32,4.60,138072,2.69,5.25
6/18/2007,5258,1.31%,14402.1,82.32,4.60,138072,2.69,5.25
6/25/2007,5265,1.31%,14402.1,82.32,4.60,138072,2.69,5.25
7/2/2007,5272,1.12%,14564.1,81.39,4.70,138042,2.32,5.26
7/9/2007,5279,1.12%,14564.1,81.39,4.70,138042,2.32,5.26
7/16/2007,5286,1.12%,14564.1,81.39,4.70,138042,2.32,5.26
7/23/2007,5293,1.12%,14564.1,81.39,4.70,138042,2.32,5.26
7/30/2007,5300,1.12%,14564.1,81.39,4.70,138042,2.32,5.26
8/6/2007,5307,1.12%,14564.1,80.87,4.60,138017,1.90,5.02
8/13/2007,5314,1.12%,14564.1,80.87,4.60,138017,1.90,5.02
8/20/2007,5321,1.12%,14564.1,80.87,4.60,138017,1.90,5.02
8/27/2007,5328,1.12%,14564.1,80.87,4.60,138017,1.90,5.02
9/3/2007,5335,1.12%,14564.1,80.88,4.70,138103,2.83,4.94
9/10/2007,5342,1.12%,14564.1,80.88,4.70,138103,2.83,4.94
9/17/2007,5349,1.12%,14564.1,80.88,4.70,138103,2.83,4.94
9/24/2007,5356,1.12%,14564.1,80.88,4.70,138103,2.83,4.94
10/1/2007,5363,1.04%,14715.1,77.90,4.70,138174,3.61,4.76
10/8/2007,5370,1.04%,14715.1,77.90,4.70,138174,3.61,4.76
10/15/2007,5377,1.04%,14715.1,77.90,4.70,138174,3.61,4.76
10/22/2007,5384,1.04%,14715.1,77.90,4.70,138174,3.61,4.76
10/29/2007,5391,1.04%,14715.1,77.90,4.70,138174,3.61,4.76
11/5/2007,5398,1.04%,14715.1,76.59,4.70,138292,4.37,4.49
11/12/2007,5405,1.04%,14715.1,76.59,4.70,138292,4.37,4.49
11/19/2007,5412,1.04%,14715.1,76.59,4.70,138292,4.37,4.49
11/26/2007,5419,1.04%,14715.1,76.59,4.70,138292,4.37,4.49
12/3/2007,5426,1.04%,14715.1,75.93,5.00,138398,4.11,4.24
12/10/2007,5433,1.04%,14715.1,75.93,5.00,138398,4.11,4.24
12/17/2007,5440,1.04%,14715.1,75.93,5.00,138398,4.11,4.24
12/24/2007,5447,1.04%,14715.1,75.93,5.00,138398,4.11,4.24
12/31/2007,5454,1.04%,14715.1,75.93,5.00,138398,4.11,4.24
1/7/2008,5461,-0.06%,14706.5,75.97,5.00,138399,4.29,3.94
1/14/2008,5468,-0.06%,14706.5,75.97,5.00,138399,4.29,3.94
1/21/2008,5475,-0.06%,14706.5,75.97,5.00,138399,4.29,3.94
1/28/2008,5482,-0.06%,14706.5,75.97,5.00,138399,4.29,3.94
2/4/2008,5489,-0.06%,14706.5,75.45,4.90,138323,4.14,2.98
2/11/2008,5496,-0.06%,14706.5,75.45,4.90,138323,4.14,2.98
2/18/2008,5503,-0.06%,14706.5,75.45,4.90,138323,4.14,2.98
2/25/2008,5510,-0.06%,14706.5,75.45,4.90,138323,4.14,2.98
3/3/2008,5517,-0.06%,14706.5,73.70,5.10,138255,3.97,2.61
3/10/2008,5524,-0.06%,14706.5,73.70,5.10,138255,3.97,2.61
3/17/2008,5531,-0.06%,14706.5,73.70,5.10,138255,3.97,2.61
3/24/2008,5538,-0.06%,14706.5,73.70,5.10,138255,3.97,2.61
3/31/2008,5545,-0.06%,14706.5,73.70,5.10,138255,3.97,2.61
4/7/2008,5552,1.08%,14865.7,72.56,5.00,138038,3.90,2.28
4/14/2008,5559,1.08%,14865.7,72.56,5.00,138038,3.90,2.28
4/21/2008,5566,1.08%,14865.7,72.56,5.00,138038,3.90,2.28
4/28/2008,5573,1.08%,14865.7,72.56,5.00,138038,3.90,2.28
5/5/2008,5580,1.08%,14865.7,73.28,5.40,137847,4.09,1.98
5/12/2008,5587,1.08%,14865.7,73.28,5.40,137847,4.09,1.98
5/19/2008,5594,1.08%,14865.7,73.28,5.40,137847,4.09,1.98
5/26/2008,5601,1.08%,14865.7,73.28,5.40,137847,4.09,1.98
6/2/2008,5608,1.08%,14865.7,72.93,5.60,137689,4.94,2.00
6/9/2008,5615,1.08%,14865.7,72.93,5.60,137689,4.94,2.00
6/16/2008,5622,1.08%,14865.7,72.93,5.60,137689,4.94,2.00
6/23/2008,5629,1.08%,14865.7,72.93,5.60,137689,4.94,2.00
6/30/2008,5636,1.08%,14865.7,72.93,5.60,137689,4.94,2.00
7/7/2008,5643,0.22%,14899,72.37,5.80,137492,5.50,2.01
7/14/2008,5650,0.22%,14899,72.37,5.80,137492,5.50,2.01
7/21/2008,5657,0.22%,14899,72.37,5.80,137492,5.50,2.01
7/28/2008,5664,0.22%,14899,72.37,5.80,137492,5.50,2.01
8/4/2008,5671,0.22%,14899,73.42,6.10,137209,5.31,2.00
8/11/2008,5678,0.22%,14899,73.42,6.10,137209,5.31,2.00
8/18/2008,5685,0.22%,14899,73.42,6.10,137209,5.31,2.00
8/25/2008,5692,0.22%,14899,73.42,6.10,137209,5.31,2.00
9/1/2008,5699,0.22%,14899,78.06,6.10,136758,4.95,1.81
9/8/2008,5706,0.22%,14899,78.06,6.10,136758,4.95,1.81
9/15/2008,5713,0.22%,14899,78.06,6.10,136758,4.95,1.81
9/22/2008,5720,0.22%,14899,78.06,6.10,136758,4.95,1.81
9/29/2008,5727,0.22%,14899,78.06,6.10,136758,4.95,1.81
10/6/2008,5734,-1.95%,14608.2,79.46,6.50,136294,3.73,0.97
10/13/2008,5741,-1.95%,14608.2,79.46,6.50,136294,3.73,0.97
10/20/2008,5748,-1.95%,14608.2,79.46,6.50,136294,3.73,0.97
10/27/2008,5755,-1.95%,14608.2,79.46,6.50,136294,3.73,0.97
11/3/2008,5762,-1.95%,14608.2,86.35,6.80,135546,1.10,0.39
11/10/2008,5769,-1.95%,14608.2,86.35,6.80,135546,1.10,0.39
11/17/2008,5776,-1.95%,14608.2,86.35,6.80,135546,1.10,0.39
11/24/2008,5783,-1.95%,14608.2,86.35,6.80,135546,1.10,0.39
12/1/2008,5790,-1.95%,14608.2,86.72,7.30,134849,-0.02,0.16
12/8/2008,5797,-1.95%,14608.2,86.72,7.30,134849,-0.02,0.16
12/15/2008,5804,-1.95%,14608.2,86.72,7.30,134849,-0.02,0.16
12/22/2008,5811,-1.95%,14608.2,86.72,7.30,134849,-0.02,0.16
12/29/2008,5818,-1.95%,14608.2,86.72,7.30,134849,-0.02,0.16
1/5/2009,5825,-1.21%,14430.9,81.84,7.80,134069,-0.11,0.15
1/12/2009,5832,-1.21%,14430.9,81.84,7.80,134069,-0.11,0.15
1/19/2009,5839,-1.21%,14430.9,81.84,7.80,134069,-0.11,0.15
1/26/2009,5846,-1.21%,14430.9,81.84,7.80,134069,-0.11,0.15
2/2/2009,5853,-1.21%,14430.9,86.07,8.30,133311,0.01,0.22
2/9/2009,5860,-1.21%,14430.9,86.07,8.30,133311,0.01,0.22
2/16/2009,5867,-1.21%,14430.9,86.07,8.30,133311,0.01,0.22
2/23/2009,5874,-1.21%,14430.9,86.07,8.30,133311,0.01,0.22
3/2/2009,5881,-1.21%,14430.9,88.94,8.70,132493,-0.45,0.18
3/9/2009,5888,-1.21%,14430.9,88.94,8.70,132493,-0.45,0.18
3/16/2009,5895,-1.21%,14430.9,88.94,8.70,132493,-0.45,0.18
3/23/2009,5902,-1.21%,14430.9,88.94,8.70,132493,-0.45,0.18
3/30/2009,5909,-1.21%,14430.9,88.94,8.70,132493,-0.45,0.18
4/6/2009,5916,-0.34%,14381.2,85.50,9.00,131825,-0.58,0.15
4/13/2009,5923,-0.34%,14381.2,85.50,9.00,131825,-0.58,0.15
4/20/2009,5930,-0.34%,14381.2,85.50,9.00,131825,-0.58,0.15
4/27/2009,5937,-0.34%,14381.2,85.50,9.00,131825,-0.58,0.15
5/4/2009,5944,-0.34%,14381.2,84.55,9.40,131470,-1.02,0.18
5/11/2009,5951,-0.34%,14381.2,84.55,9.40,131470,-1.02,0.18
5/18/2009,5958,-0.34%,14381.2,84.55,9.40,131470,-1.02,0.18
5/25/2009,5965,-0.34%,14381.2,84.55,9.40,131470,-1.02,0.18
6/1/2009,5972,-0.34%,14381.2,79.17,9.50,131002,-1.23,0.21
6/8/2009,5979,-0.34%,14381.2,79.17,9.50,131002,-1.23,0.21
6/15/2009,5986,-0.34%,14381.2,79.17,9.50,131002,-1.23,0.21
6/22/2009,5993,-0.34%,14381.2,79.17,9.50,131002,-1.23,0.21
6/29/2009,6000,-0.34%,14381.2,79.17,9.50,131002,-1.23,0.21
7/6/2009,6007,0.47%,14448.9,79.63,9.50,130661,-1.96,0.16
7/13/2009,6014,0.47%,14448.9,79.63,9.50,130661,-1.96,0.16
7/20/2009,6021,0.47%,14448.9,79.63,9.50,130661,-1.96,0.16
7/27/2009,6028,0.47%,14448.9,79.63,9.50,130661,-1.96,0.16
8/3/2009,6035,0.47%,14448.9,77.64,9.60,130480,-1.48,0.16
8/10/2009,6042,0.47%,14448.9,77.64,9.60,130480,-1.48,0.16
8/17/2009,6049,0.47%,14448.9,77.64,9.60,130480,-1.48,0.16
8/24/2009,6056,0.47%,14448.9,77.64,9.60,130480,-1.48,0.16
8/31/2009,6063,0.47%,14448.9,77.64,9.60,130480,-1.48,0.16
9/7/2009,6070,0.47%,14448.9,78.76,9.80,130240,-1.38,0.15
9/14/2009,6077,0.47%,14448.9,78.76,9.80,130240,-1.38,0.15
9/21/2009,6084,0.47%,14448.9,78.76,9.80,130240,-1.38,0.15
9/28/2009,6091,0.47%,14448.9,78.76,9.80,130240,-1.38,0.15
10/5/2009,6098,1.40%,14651.2,77.19,10.00,130062,-0.22,0.12
10/12/2009,6105,1.40%,14651.2,77.19,10.00,130062,-0.22,0.12
10/19/2009,6112,1.40%,14651.2,77.19,10.00,130062,-0.22,0.12
10/26/2009,6119,1.40%,14651.2,77.19,10.00,130062,-0.22,0.12
11/2/2009,6126,1.40%,14651.2,76.29,9.90,130059,1.91,0.12
11/9/2009,6133,1.40%,14651.2,76.29,9.90,130059,1.91,0.12
11/16/2009,6140,1.40%,14651.2,76.29,9.90,130059,1.91,0.12
11/23/2009,6147,1.40%,14651.2,76.29,9.90,130059,1.91,0.12
11/30/2009,6154,1.40%,14651.2,76.29,9.90,130059,1.91,0.12
12/7/2009,6161,1.40%,14651.2,74.36,9.90,129808,2.81,0.12
12/14/2009,6168,1.40%,14651.2,74.36,9.90,129808,2.81,0.12
12/21/2009,6175,1.40%,14651.2,74.36,9.90,129808,2.81,0.12
12/28/2009,6182,1.40%,14651.2,74.36,9.90,129808,2.81,0.12
1/4/2010,6189,0.77%,14764.6,77.53,9.80,129798,2.62,0.11
1/11/2010,6196,0.77%,14764.6,77.53,9.80,129798,2.62,0.11
1/18/2010,6203,0.77%,14764.6,77.53,9.80,129798,2.62,0.11
1/25/2010,6210,0.77%,14764.6,77.53,9.80,129798,2.62,0.11
2/1/2010,6217,0.77%,14764.6,79.24,9.80,129700,2.15,0.13
2/8/2010,6224,0.77%,14764.6,79.24,9.80,129700,2.15,0.13
2/15/2010,6231,0.77%,14764.6,79.24,9.80,129700,2.15,0.13
2/22/2010,6238,0.77%,14764.6,79.24,9.80,129700,2.15,0.13
3/1/2010,6245,0.77%,14764.6,80.66,9.90,129864,2.29,0.16
3/8/2010,6252,0.77%,14764.6,80.66,9.90,129864,2.29,0.16
3/15/2010,6259,0.77%,14764.6,80.66,9.90,129864,2.29,0.16
3/22/2010,6266,0.77%,14764.6,80.66,9.90,129864,2.29,0.16
3/29/2010,6273,0.77%,14764.6,80.66,9.90,129864,2.29,0.16
4/5/2010,6280,1.46%,14980.2,80.78,9.90,130115,2.21,0.20
4/12/2010,6287,1.46%,14980.2,80.78,9.90,130115,2.21,0.20
4/19/2010,6294,1.46%,14980.2,80.78,9.90,130115,2.21,0.20
4/26/2010,6301,1.46%,14980.2,80.78,9.90,130115,2.21,0.20
5/3/2010,6308,1.46%,14980.2,82.27,9.60,130645,2.00,0.20
5/10/2010,6315,1.46%,14980.2,82.27,9.60,130645,2.00,0.20
5/17/2010,6322,1.46%,14980.2,82.27,9.60,130645,2.00,0.20
5/24/2010,6329,1.46%,14980.2,82.27,9.60,130645,2.00,0.20
5/31/2010,6336,1.46%,14980.2,82.27,9.60,130645,2.00,0.20
6/7/2010,6343,1.46%,14980.2,86.64,9.40,130501,1.12,0.18
6/14/2010,6350,1.46%,14980.2,86.64,9.40,130501,1.12,0.18
6/21/2010,6357,1.46%,14980.2,86.64,9.40,130501,1.12,0.18
6/28/2010,6364,1.46%,14980.2,86.64,9.40,130501,1.12,0.18
7/5/2010,6371,1.08%,15141.6,84.72,9.40,130420,1.34,0.18
7/12/2010,6378,1.08%,15141.6,84.72,9.40,130420,1.34,0.18
7/19/2010,6385,1.08%,15141.6,84.72,9.40,130420,1.34,0.18
7/26/2010,6392,1.08%,15141.6,84.72,9.40,130420,1.34,0.18
8/2/2010,6399,1.08%,15141.6,80.94,9.50,130424,1.15,0.19
8/9/2010,6406,1.08%,15141.6,80.94,9.50,130424,1.15,0.19
8/16/2010,6413,1.08%,15141.6,80.94,9.50,130424,1.15,0.19
8/23/2010,6420,1.08%,15141.6,80.94,9.50,130424,1.15,0.19
8/30/2010,6427,1.08%,15141.6,80.94,9.50,130424,1.15,0.19
9/6/2010,6434,1.08%,15141.6,82.52,9.50,130339,1.12,0.19
9/13/2010,6441,1.08%,15141.6,82.52,9.50,130339,1.12,0.19
9/20/2010,6448,1.08%,15141.6,82.52,9.50,130339,1.12,0.19
9/27/2010,6455,1.08%,15141.6,82.52,9.50,130339,1.12,0.19
10/4/2010,6462,1.11%,15309.5,78.09,9.40,130620,1.17,0.19
10/11/2010,6469,1.11%,15309.5,78.09,9.40,130620,1.17,0.19
10/18/2010,6476,1.11%,15309.5,78.09,9.40,130620,1.17,0.19
10/25/2010,6483,1.11%,15309.5,78.09,9.40,130620,1.17,0.19
11/1/2010,6490,1.11%,15309.5,77.30,9.80,130754,1.08,0.19
11/8/2010,6497,1.11%,15309.5,77.30,9.80,130754,1.08,0.19
11/15/2010,6504,1.11%,15309.5,77.30,9.80,130754,1.08,0.19
11/22/2010,6511,1.11%,15309.5,77.30,9.80,130754,1.08,0.19
11/29/2010,6518,1.11%,15309.5,77.30,9.80,130754,1.08,0.19
12/6/2010,6525,1.11%,15309.5,80.71,9.30,130835,1.44,0.18
12/13/2010,6532,1.11%,15309.5,80.71,9.30,130835,1.44,0.18
12/20/2010,6539,1.11%,15309.5,80.71,9.30,130835,1.44,0.18
12/27/2010,6546,1.11%,15309.5,80.71,9.30,130835,1.44,0.18
1/3/2011,6553,0.27%,15351.4,79.13,9.10,130842,1.70,0.17
1/10/2011,6560,0.27%,15351.4,79.13,9.10,130842,1.70,0.17
1/17/2011,6567,0.27%,15351.4,79.13,9.10,130842,1.70,0.17
