Date,Date_Num,GDP_Change_PC,GDP,DXY,UNRATE,PAYEMS,CPIAUCSL,FEDFUNDS
1/24/2011,6574,0.27%,15351.4,79.13,9.10,130842,1.70,0.17
1/31/2011,6581,0.27%,15351.4,79.13,9.10,130842,1.70,0.17
2/7/2011,6588,0.27%,15351.4,77.07,9.00,131052,2.12,0.16
2/14/2011,6595,0.27%,15351.4,77.07,9.00,131052,2.12,0.16
2/21/2011,6602,0.27%,15351.4,77.07,9.00,131052,2.12,0.16
2/28/2011,6609,0.27%,15351.4,77.07,9.00,131052,2.12,0.16
3/7/2011,6616,0.27%,15351.4,77.05,9.00,131277,2.62,0.14
3/14/2011,6623,0.27%,15351.4,77.05,9.00,131277,2.62,0.14
3/21/2011,6630,0.27%,15351.4,77.05,9.00,131277,2.62,0.14
3/28/2011,6637,0.27%,15351.4,77.05,9.00,131277,2.62,0.14
4/4/2011,6644,1.34%,15557.5,75.83,9.10,131604,3.08,0.10
4/11/2011,6651,1.34%,15557.5,75.83,9.10,131604,3.08,0.10
4/18/2011,6658,1.34%,15557.5,75.83,9.10,131604,3.08,0.10
4/25/2011,6665,1.34%,15557.5,75.83,9.10,131604,3.08,0.10
5/2/2011,6672,1.34%,15557.5,72.95,9.00,131704,3.46,0.09
5/9/2011,6679,1.34%,15557.5,72.95,9.00,131704,3.46,0.09
5/16/2011,6686,1.34%,15557.5,72.95,9.00,131704,3.46,0.09
5/23/2011,6693,1.34%,15557.5,72.95,9.00,131704,3.46,0.09
5/30/2011,6700,1.34%,15557.5,72.95,9.00,131704,3.46,0.09
6/6/2011,6707,1.34%,15557.5,74.68,9.10,131936,3.50,0.09
6/13/2011,6714,1.34%,15557.5,74.68,9.10,131936,3.50,0.09
6/20/2011,6721,1.34%,15557.5,74.68,9.10,131936,3.50,0.09
6/27/2011,6728,1.34%,15557.5,74.68,9.10,131936,3.50,0.09
7/4/2011,6735,0.58%,15647.7,74.35,9.00,131991,3.58,0.07
7/11/2011,6742,0.58%,15647.7,74.35,9.00,131991,3.58,0.07
7/18/2011,6749,0.58%,15647.7,74.35,9.00,131991,3.58,0.07
7/25/2011,6756,0.58%,15647.7,74.35,9.00,131991,3.58,0.07
8/1/2011,6763,0.58%,15647.7,74.26,9.00,132124,3.76,0.10
8/8/2011,6770,0.58%,15647.7,74.26,9.00,132124,3.76,0.10
8/15/2011,6777,0.58%,15647.7,74.26,9.00,132124,3.76,0.10
8/22/2011,6784,0.58%,15647.7,74.26,9.00,132124,3.76,0.10
8/29/2011,6791,0.58%,15647.7,74.26,9.00,132124,3.76,0.10
9/5/2011,6798,0.58%,15647.7,74.48,9.00,132345,3.81,0.08
9/12/2011,6805,0.58%,15647.7,74.48,9.00,132345,3.81,0.08
9/19/2011,6812,0.58%,15647.7,74.48,9.00,132345,3.81,0.08
9/26/2011,6819,0.58%,15647.7,74.48,9.00,132345,3.81,0.08
10/3/2011,6826,1.24%,15842.3,79.45,8.80,132557,3.52,0.07
10/10/2011,6833,1.24%,15842.3,79.45,8.80,132557,3.52,0.07
10/17/2011,6840,1.24%,15842.3,79.45,8.80,132557,3.52,0.07
10/24/2011,6847,1.24%,15842.3,79.45,8.80,132557,3.52,0.07
10/31/2011,6854,1.24%,15842.3,79.45,8.80,132557,3.52,0.07
11/7/2011,6861,1.24%,15842.3,77.26,8.60,132701,3.45,0.08
11/14/2011,6868,1.24%,15842.3,77.26,8.60,132701,3.45,0.08
11/21/2011,6875,1.24%,15842.3,77.26,8.60,132701,3.45,0.08
11/28/2011,6882,1.24%,15842.3,77.26,8.60,132701,3.45,0.08
12/5/2011,6889,1.24%,15842.3,78.32,8.50,132901,3.06,0.07
12/12/2011,6896,1.24%,15842.3,78.32,8.50,132901,3.06,0.07
12/19/2011,6903,1.24%,15842.3,78.32,8.50,132901,3.06,0.07
12/26/2011,6910,1.24%,15842.3,78.32,8.50,132901,3.06,0.07
1/2/2012,6917,1.43%,16068.8,79.61,8.30,133246,3.01,0.08
1/9/2012,6924,1.43%,16068.8,79.61,8.30,133246,3.01,0.08
1/16/2012,6931,1.43%,16068.8,79.61,8.30,133246,3.01,0.08
1/23/2012,6938,1.43%,16068.8,79.61,8.30,133246,3.01,0.08
1/30/2012,6945,1.43%,16068.8,79.61,8.30,133246,3.01,0.08
2/6/2012,6952,1.43%,16068.8,78.92,8.30,133518,2.90,0.10
2/13/2012,6959,1.43%,16068.8,78.92,8.30,133518,2.90,0.10
2/20/2012,6966,1.43%,16068.8,78.92,8.30,133518,2.90,0.10
2/27/2012,6973,1.43%,16068.8,78.92,8.30,133518,2.90,0.10
3/5/2012,6980,1.43%,16068.8,78.78,8.20,133744,2.58,0.13
3/12/2012,6987,1.43%,16068.8,78.78,8.20,133744,2.58,0.13
3/19/2012,6994,1.43%,16068.8,78.78,8.20,133744,2.58,0.13
3/26/2012,7001,1.43%,16068.8,78.78,8.20,133744,2.58,0.13
4/2/2012,7008,0.86%,16207.1,78.82,8.20,133827,2.27,0.14
4/9/2012,7015,0.86%,16207.1,78.82,8.20,133827,2.27,0.14
4/16/2012,7022,0.86%,16207.1,78.82,8.20,133827,2.27,0.14
4/23/2012,7029,0.86%,16207.1,78.82,8.20,133827,2.27,0.14
4/30/2012,7036,0.86%,16207.1,78.82,8.20,133827,2.27,0.14
5/7/2012,7043,0.86%,16207.1,78.86,8.20,133935,1.74,0.16
5/14/2012,7050,0.86%,16207.1,78.86,8.20,133935,1.74,0.16
5/21/2012,7057,0.86%,16207.1,78.86,8.20,133935,1.74,0.16
5/28/2012,7064,0.86%,16207.1,78.86,8.20,133935,1.74,0.16
6/4/2012,7071,0.86%,16207.1,82.89,8.20,134007,1.65,0.16
6/11/2012,7078,0.86%,16207.1,82.89,8.20,134007,1.65,0.16
6/18/2012,7085,0.86%,16207.1,82.89,8.20,134007,1.65,0.16
6/25/2012,7092,0.86%,16207.1,82.89,8.20,134007,1.65,0.16
7/2/2012,7099,0.69%,16319.5,81.87,8.20,134153,1.42,0.16
7/9/2012,7106,0.69%,16319.5,81.87,8.20,134153,1.42,0.16
7/16/2012,7113,0.69%,16319.5,81.87,8.20,134153,1.42,0.16
7/23/2012,7120,0.69%,16319.5,81.87,8.20,134153,1.42,0.16
7/30/2012,7127,0.69%,16319.5,81.87,8.20,134153,1.42,0.16
8/6/2012,7134,0.69%,16319.5,83.06,8.10,134330,1.69,0.13
8/13/2012,7141,0.69%,16319.5,83.06,8.10,134330,1.69,0.13
8/20/2012,7148,0.69%,16319.5,83.06,8.10,134330,1.69,0.13
8/27/2012,7155,0.69%,16319.5,83.06,8.10,134330,1.69,0.13
9/3/2012,7162,0.69%,16319.5,81.32,7.80,134512,1.95,0.14
9/10/2012,7169,0.69%,16319.5,81.32,7.80,134512,1.95,0.14
9/17/2012,7176,0.69%,16319.5,81.32,7.80,134512,1.95,0.14
9/24/2012,7183,0.69%,16319.5,81.32,7.80,134512,1.95,0.14
10/1/2012,7190,0.62%,16420.4,79.82,7.80,134671,2.16,0.16
10/8/2012,7197,0.62%,16420.4,79.82,7.80,134671,2.16,0.16
10/15/2012,7204,0.62%,16420.4,79.82,7.80,134671,2.16,0.16
10/22/2012,7211,0.62%,16420.4,79.82,7.80,134671,2.16,0.16
10/29/2012,7218,0.62%,16420.4,79.82,7.80,134671,2.16,0.16
11/5/2012,7225,0.62%,16420.4,80.05,7.70,134834,1.80,0.16
11/12/2012,7232,0.62%,16420.4,80.05,7.70,134834,1.80,0.16
11/19/2012,7239,0.62%,16420.4,80.05,7.70,134834,1.80,0.16
11/26/2012,7246,0.62%,16420.4,80.05,7.70,134834,1.80,0.16
12/3/2012,7253,0.62%,16420.4,79.88,7.90,135075,1.76,0.16
12/10/2012,7260,0.62%,16420.4,79.88,7.90,135075,1.76,0.16
12/17/2012,7267,0.62%,16420.4,79.88,7.90,135075,1.76,0.16
12/24/2012,7274,0.62%,16420.4,79.88,7.90,135075,1.76,0.16
12/31/2012,7281,0.62%,16420.4,79.88,7.90,135075,1.76,0.16
1/7/2013,7288,1.27%,16629.1,79.85,8.00,135265,1.68,0.14
1/14/2013,7295,1.27%,16629.1,79.85,8.00,135265,1.68,0.14
1/21/2013,7302,1.27%,16629.1,79.85,8.00,135265,1.68,0.14
1/28/2013,7309,1.27%,16629.1,79.85,8.00,135265,1.68,0.14
2/4/2013,7316,1.27%,16629.1,79.13,7.70,135544,2.02,0.15
2/11/2013,7323,1.27%,16629.1,79.13,7.70,135544,2.02,0.15
2/18/2013,7330,1.27%,16629.1,79.13,7.70,135544,2.02,0.15
2/25/2013,7337,1.27%,16629.1,79.13,7.70,135544,2.02,0.15
3/4/2013,7344,1.27%,16629.1,82.31,7.50,135689,1.52,0.14
3/11/2013,7351,1.27%,16629.1,82.31,7.50,135689,1.52,0.14
3/18/2013,7358,1.27%,16629.1,82.31,7.50,135689,1.52,0.14
3/25/2013,7365,1.27%,16629.1,82.31,7.50,135689,1.52,0.14
4/1/2013,7372,0.42%,16699.6,82.73,7.60,135876,1.14,0.15
4/8/2013,7379,0.42%,16699.6,82.73,7.60,135876,1.14,0.15
4/15/2013,7386,0.42%,16699.6,82.73,7.60,135876,1.14,0.15
4/22/2013,7393,0.42%,16699.6,82.73,7.60,135876,1.14,0.15
4/29/2013,7400,0.42%,16699.6,82.73,7.60,135876,1.14,0.15
5/6/2013,7407,0.42%,16699.6,81.64,7.50,136091,1.39,0.11
5/13/2013,7414,0.42%,16699.6,81.64,7.50,136091,1.39,0.11
5/20/2013,7421,0.42%,16699.6,81.64,7.50,136091,1.39,0.11
5/27/2013,7428,0.42%,16699.6,81.64,7.50,136091,1.39,0.11
6/3/2013,7435,0.42%,16699.6,82.68,7.50,136269,1.72,0.09
6/10/2013,7442,0.42%,16699.6,82.68,7.50,136269,1.72,0.09
6/17/2013,7449,0.42%,16699.6,82.68,7.50,136269,1.72,0.09
6/24/2013,7456,0.42%,16699.6,82.68,7.50,136269,1.72,0.09
7/1/2013,7463,1.27%,16911.1,82.98,7.30,136391,1.89,0.09
7/8/2013,7470,1.27%,16911.1,82.98,7.30,136391,1.89,0.09
7/15/2013,7477,1.27%,16911.1,82.98,7.30,136391,1.89,0.09
7/22/2013,7484,1.27%,16911.1,82.98,7.30,136391,1.89,0.09
7/29/2013,7491,1.27%,16911.1,82.98,7.30,136391,1.89,0.09
8/5/2013,7498,1.27%,16911.1,82.34,7.20,136635,1.54,0.08
8/12/2013,7505,1.27%,16911.1,82.34,7.20,136635,1.54,0.08
8/19/2013,7512,1.27%,16911.1,82.34,7.20,136635,1.54,0.08
8/26/2013,7519,1.27%,16911.1,82.34,7.20,136635,1.54,0.08
9/2/2013,7526,1.27%,16911.1,82.36,7.20,136819,1.09,0.08
9/9/2013,7533,1.27%,16911.1,82.36,7.20,136819,1.09,0.08
9/16/2013,7540,1.27%,16911.1,82.36,7.20,136819,1.09,0.08
9/23/2013,7547,1.27%,16911.1,82.36,7.20,136819,1.09,0.08
9/30/2013,7554,1.27%,16911.1,82.36,7.20,136819,1.09,0.08
10/7/2013,7561,1.31%,17133.1,80.10,7.20,137039,0.88,0.09
10/14/2013,7568,1.31%,17133.1,80.10,7.20,137039,0.88,0.09
10/21/2013,7575,1.31%,17133.1,80.10,7.20,137039,0.88,0.09
10/28/2013,7582,1.31%,17133.1,80.10,7.20,137039,0.88,0.09
11/4/2013,7589,1.31%,17133.1,80.73,6.90,137314,1.23,0.08
11/11/2013,7596,1.31%,17133.1,80.73,6.90,137314,1.23,0.08
11/18/2013,7603,1.31%,17133.1,80.73,6.90,137314,1.23,0.08
11/25/2013,7610,1.31%,17133.1,80.73,6.90,137314,1.23,0.08
12/2/2013,7617,1.31%,17133.1,80.91,6.70,137368,1.51,0.09
12/9/2013,7624,1.31%,17133.1,80.91,6.70,137368,1.51,0.09
12/16/2013,7631,1.31%,17133.1,80.91,6.70,137368,1.51,0.09
12/23/2013,7638,1.31%,17133.1,80.91,6.70,137368,1.51,0.09
12/30/2013,7645,1.31%,17133.1,80.91,6.70,137368,1.51,0.09
1/6/2014,7652,0.07%,17144.3,80.63,6.60,137552,1.56,0.07
1/13/2014,7659,0.07%,17144.3,80.63,6.60,137552,1.56,0.07
1/20/2014,7666,0.07%,17144.3,80.63,6.60,137552,1.56,0.07
1/27/2014,7673,0.07%,17144.3,80.63,6.60,137552,1.56,0.07
2/3/2014,7680,0.07%,17144.3,81.01,6.70,137707,1.12,0.07
2/10/2014,7687,0.07%,17144.3,81.01,6.70,137707,1.12,0.07
2/17/2014,7694,0.07%,17144.3,81.01,6.70,137707,1.12,0.07
2/24/2014,7701,0.07%,17144.3,81.01,6.70,137707,1.12,0.07
3/3/2014,7708,0.07%,17144.3,80.07,6.70,137986,1.61,0.08
3/10/2014,7715,0.07%,17144.3,80.07,6.70,137986,1.61,0.08
3/17/2014,7722,0.07%,17144.3,80.07,6.70,137986,1.61,0.08
3/24/2014,7729,0.07%,17144.3,80.07,6.70,137986,1.61,0.08
3/31/2014,7736,0.07%,17144.3,80.07,6.70,137986,1.61,0.08
4/7/2014,7743,1.86%,17462.7,80.08,6.20,138298,2.02,0.09
4/14/2014,7750,1.86%,17462.7,80.08,6.20,138298,2.02,0.09
4/21/2014,7757,1.86%,17462.7,80.08,6.20,138298,2.02,0.09
4/28/2014,7764,1.86%,17462.7,80.08,6.20,138298,2.02,0.09
5/5/2014,7771,1.86%,17462.7,79.53,6.30,138501,2.17,0.09
5/12/2014,7778,1.86%,17462.7,79.53,6.30,138501,2.17,0.09
5/19/2014,7785,1.86%,17462.7,79.53,6.30,138501,2.17,0.09
5/26/2014,7792,1.86%,17462.7,79.53,6.30,138501,2.17,0.09
6/2/2014,7799,1.86%,17462.7,80.64,6.10,138833,2.06,0.10
6/9/2014,7806,1.86%,17462.7,80.64,6.10,138833,2.06,0.10
6/16/2014,7813,1.86%,17462.7,80.64,6.10,138833,2.06,0.10
6/23/2014,7820,1.86%,17462.7,80.64,6.10,138833,2.06,0.10
6/30/2014,7827,1.86%,17462.7,80.64,6.10,138833,2.06,0.10
7/7/2014,7834,1.61%,17743.2,79.82,6.20,139076,1.97,0.09
7/14/2014,7841,1.61%,17743.2,79.82,6.20,139076,1.97,0.09
7/21/2014,7848,1.61%,17743.2,79.82,6.20,139076,1.97,0.09
7/28/2014,7855,1.61%,17743.2,79.82,6.20,139076,1.97,0.09
8/4/2014,7862,1.61%,17743.2,81.30,6.10,139258,1.72,0.09
8/11/2014,7869,1.61%,17743.2,81.30,6.10,139258,1.72,0.09
8/18/2014,7876,1.61%,17743.2,81.30,6.10,139258,1.72,0.09
8/25/2014,7883,1.61%,17743.2,81.30,6.10,139258,1.72,0.09
9/1/2014,7890,1.61%,17743.2,82.99,5.90,139563,1.68,0.09
9/8/2014,7897,1.61%,17743.2,82.99,5.90,139563,1.68,0.09
9/15/2014,7904,1.61%,17743.2,82.99,5.90,139563,1.68,0.09
9/22/2014,7911,1.61%,17743.2,82.99,5.90,139563,1.68,0.09
9/29/2014,7918,1.61%,17743.2,82.99,5.90,139563,1.68,0.09
10/6/2014,7925,0.62%,17852.5,85.97,5.70,139805,1.61,0.09
10/13/2014,7932,0.62%,17852.5,85.97,5.70,139805,1.61,0.09
10/20/2014,7939,0.62%,17852.5,85.97,5.70,139805,1.61,0.09
10/27/2014,7946,0.62%,17852.5,85.97,5.70,139805,1.61,0.09
11/3/2014,7953,0.62%,17852.5,87.31,5.80,140089,1.23,0.09
11/10/2014,7960,0.62%,17852.5,87.31,5.80,140089,1.23,0.09
11/17/2014,7967,0.62%,17852.5,87.31,5.80,140089,1.23,0.09
11/24/2014,7974,0.62%,17852.5,87.31,5.80,140089,1.23,0.09
12/1/2014,7981,0.62%,17852.5,87.95,5.60,140366,0.65,0.12
12/8/2014,7988,0.62%,17852.5,87.95,5.60,140366,0.65,0.12
12/15/2014,7995,0.62%,17852.5,87.95,5.60,140366,0.65,0.12
12/22/2014,8002,0.62%,17852.5,87.95,5.60,140366,0.65,0.12
12/29/2014,8009,0.62%,17852.5,87.95,5.60,140366,0.65,0.12
1/5/2015,8016,0.78%,17991.3,91.08,5.70,140562,-0.23,0.11
1/12/2015,8023,0.78%,17991.3,91.08,5.70,140562,-0.23,0.11
1/19/2015,8030,0.78%,17991.3,91.08,5.70,140562,-0.23,0.11
1/26/2015,8037,0.78%,17991.3,91.08,5.70,140562,-0.23,0.11
2/2/2015,8044,0.78%,17991.3,94.50,5.50,140829,-0.09,0.11
2/9/2015,8051,0.78%,17991.3,94.50,5.50,140829,-0.09,0.11
2/16/2015,8058,0.78%,17991.3,94.50,5.50,140829,-0.09,0.11
2/23/2015,8065,0.78%,17991.3,94.50,5.50,140829,-0.09,0.11
3/2/2015,8072,0.78%,17991.3,95.46,5.40,140924,-0.02,0.11
3/9/2015,8079,0.78%,17991.3,95.46,5.40,140924,-0.02,0.11
3/16/2015,8086,0.78%,17991.3,95.46,5.40,140924,-0.02,0.11
3/23/2015,8093,0.78%,17991.3,95.46,5.40,140924,-0.02,0.11
3/30/2015,8100,0.78%,17991.3,95.46,5.40,140924,-0.02,0.11
4/6/2015,8107,1.12%,18193.7,98.19,5.40,141202,-0.10,0.12
4/13/2015,8114,1.12%,18193.7,98.19,5.40,141202,-0.10,0.12
4/20/2015,8121,1.12%,18193.7,98.19,5.40,141202,-0.10,0.12
4/27/2015,8128,1.12%,18193.7,98.19,5.40,141202,-0.10,0.12
5/4/2015,8135,1.12%,18193.7,95.30,5.60,141540,0.04,0.12
5/11/2015,8142,1.12%,18193.7,95.30,5.60,141540,0.04,0.12
5/18/2015,8149,1.12%,18193.7,95.30,5.60,141540,0.04,0.12
5/25/2015,8156,1.12%,18193.7,95.30,5.60,141540,0.04,0.12
6/1/2015,8163,1.12%,18193.7,97.39,5.30,141695,0.18,0.13
6/8/2015,8170,1.12%,18193.7,97.39,5.30,141695,0.18,0.13
6/15/2015,8177,1.12%,18193.7,97.39,5.30,141695,0.18,0.13
6/22/2015,8184,1.12%,18193.7,97.39,5.30,141695,0.18,0.13
6/29/2015,8191,1.12%,18193.7,97.39,5.30,141695,0.18,0.13
7/6/2015,8198,0.62%,18307,96.31,5.20,141989,0.23,0.13
7/13/2015,8205,0.62%,18307,96.31,5.20,141989,0.23,0.13
7/20/2015,8212,0.62%,18307,96.31,5.20,141989,0.23,0.13
7/27/2015,8219,0.62%,18307,96.31,5.20,141989,0.23,0.13
8/3/2015,8226,0.62%,18307,97.49,5.10,142130,0.24,0.14
8/10/2015,8233,0.62%,18307,97.49,5.10,142130,0.24,0.14
8/17/2015,8240,0.62%,18307,97.49,5.10,142130,0.24,0.14
8/24/2015,8247,0.62%,18307,97.49,5.10,142130,0.24,0.14
8/31/2015,8254,0.62%,18307,97.49,5.10,142130,0.24,0.14
9/7/2015,8261,0.62%,18307,95.45,5.00,142265,0.01,0.14
9/14/2015,8268,0.62%,18307,95.45,5.00,142265,0.01,0.14
9/21/2015,8275,0.62%,18307,95.45,5.00,142265,0.01,0.14
9/28/2015,8282,0.62%,18307,95.45,5.00,142265,0.01,0.14
10/5/2015,8289,0.14%,18332.1,96.19,5.00,142585,0.13,0.12
10/12/2015,8296,0.14%,18332.1,96.19,5.00,142585,0.13,0.12
10/19/2015,8303,0.14%,18332.1,96.19,5.00,142585,0.13,0.12
10/26/2015,8310,0.14%,18332.1,96.19,5.00,142585,0.13,0.12
11/2/2015,8317,0.14%,18332.1,96.93,5.10,142810,0.44,0.12
11/9/2015,8324,0.14%,18332.1,96.93,5.10,142810,0.44,0.12
11/16/2015,8331,0.14%,18332.1,96.93,5.10,142810,0.44,0.12
11/23/2015,8338,0.14%,18332.1,96.93,5.10,142810,0.44,0.12
11/30/2015,8345,0.14%,18332.1,96.93,5.10,142810,0.44,0.12
12/7/2015,8352,0.14%,18332.1,99.80,5.00,143083,0.64,0.24
12/14/2015,8359,0.14%,18332.1,99.80,5.00,143083,0.64,0.24
12/21/2015,8366,0.14%,18332.1,99.80,5.00,143083,0.64,0.24
12/28/2015,8373,0.14%,18332.1,99.80,5.00,143083,0.64,0.24
1/4/2016,8380,0.51%,18425.3,98.87,4.80,143198,1.24,0.34
1/11/2016,8387,0.51%,18425.3,98.87,4.80,143198,1.24,0.34
1/18/2016,8394,0.51%,18425.3,98.87,4.80,143198,1.24,0.34
1/25/2016,8401,0.51%,18425.3,98.87,4.80,143198,1.24,0.34
2/1/2016,8408,0.51%,18425.3,99.00,4.90,143410,0.85,0.38
2/8/2016,8415,0.51%,18425.3,99.00,4.90,143410,0.85,0.38
2/15/2016,8422,0.51%,18425.3,99.00,4.90,143410,0.85,0.38
2/22/2016,8429,0.51%,18425.3,99.00,4.90,143410,0.85,0.38
2/29/2016,8436,0.51%,18425.3,99.00,4.90,143410,0.85,0.38
3/7/2016,8443,0.51%,18425.3,98.35,5.00,143666,0.89,0.36
3/14/2016,8450,0.51%,18425.3,98.35,5.00,143666,0.89,0.36
3/21/2016,8457,0.51%,18425.3,98.35,5.00,143666,0.89,0.36
3/28/2016,8464,0.51%,18425.3,98.35,5.00,143666,0.89,0.36
4/4/2016,8471,1.01%,18611.6,94.62,5.10,143856,1.17,0.37
4/11/2016,8478,1.01%,18611.6,94.62,5.10,143856,1.17,0.37
4/18/2016,8485,1.01%,18611.6,94.62,5.10,143856,1.17,0.37
4/25/2016,8492,1.01%,18611.6,94.62,5.10,143856,1.17,0.37
5/2/2016,8499,1.01%,18611.6,92.63,4.80,143901,1.08,0.37
5/9/2016,8506,1.01%,18611.6,92.63,4.80,143901,1.08,0.37
5/16/2016,8513,1.01%,18611.6,92.63,4.80,143901,1.08,0.37
5/23/2016,8520,1.01%,18611.6,92.63,4.80,143901,1.08,0.37
5/30/2016,8527,1.01%,18611.6,92.63,4.80,143901,1.08,0.37
6/6/2016,8534,1.01%,18611.6,95.46,4.90,144152,1.08,0.38
6/13/2016,8541,1.01%,18611.6,95.46,4.90,144152,1.08,0.38
6/20/2016,8548,1.01%,18611.6,95.46,4.90,144152,1.08,0.38
6/27/2016,8555,1.01%,18611.6,95.46,4.90,144152,1.08,0.38
7/4/2016,8562,0.88%,18775.5,95.65,4.80,144515,0.87,0.39
7/11/2016,8569,0.88%,18775.5,95.65,4.80,144515,0.87,0.39
7/18/2016,8576,0.88%,18775.5,95.65,4.80,144515,0.87,0.39
7/25/2016,8583,0.88%,18775.5,95.65,4.80,144515,0.87,0.39
8/1/2016,8590,0.88%,18775.5,95.71,4.90,144664,1.06,0.40
8/8/2016,8597,0.88%,18775.5,95.71,4.90,144664,1.06,0.40
8/15/2016,8604,0.88%,18775.5,95.71,4.90,144664,1.06,0.40
8/22/2016,8611,0.88%,18775.5,95.71,4.90,144664,1.06,0.40
8/29/2016,8618,0.88%,18775.5,95.71,4.90,144664,1.06,0.40
9/5/2016,8625,0.88%,18775.5,95.65,5.00,144961,1.55,0.40
9/12/2016,8632,0.88%,18775.5,95.65,5.00,144961,1.55,0.40
9/19/2016,8639,0.88%,18775.5,95.65,5.00,144961,1.55,0.40
9/26/2016,8646,0.88%,18775.5,95.65,5.00,144961,1.55,0.40
10/3/2016,8653,1.03%,18968,95.75,4.90,145069,1.69,0.40
10/10/2016,8660,1.03%,18968,95.75,4.90,145069,1.69,0.40
10/17/2016,8667,1.03%,18968,95.75,4.90,145069,1.69,0.40
10/24/2016,8674,1.03%,18968,95.75,4.90,145069,1.69,0.40
10/31/2016,8681,1.03%,18968,95.75,4.90,145069,1.69,0.40
11/7/2016,8688,1.03%,18968,97.70,4.70,145189,1.68,0.41
11/14/2016,8695,1.03%,18968,97.70,4.70,145189,1.68,0.41
11/21/2016,8702,1.03%,18968,97.70,4.70,145189,1.68,0.41
11/28/2016,8709,1.03%,18968,97.70,4.70,145189,1.68,0.41
12/5/2016,8716,1.03%,18968,101.04,4.70,145408,2.05,0.54
12/12/2016,8723,1.03%,18968,101.04,4.70,145408,2.05,0.54
12/19/2016,8730,1.03%,18968,101.04,4.70,145408,2.05,0.54
12/26/2016,8737,1.03%,18968,101.04,4.70,145408,2.05,0.54
1/2/2017,8744,0.95%,19148.2,103.21,4.70,145639,2.51,0.65
1/9/2017,8751,0.95%,19148.2,103.21,4.70,145639,2.51,0.65
1/16/2017,8758,0.95%,19148.2,103.21,4.70,145639,2.51,0.65
