Date,Date_Num,GDP_Change_PC,GDP,DXY,UNRATE,PAYEMS,CPIAUCSL,FEDFUNDS
1/23/2017,8765,0.95%,19148.2,103.21,4.70,145639,2.51,0.65
1/30/2017,8772,0.95%,19148.2,103.21,4.70,145639,2.51,0.65
2/6/2017,8779,0.95%,19148.2,99.64,4.60,145845,2.81,0.66
2/13/2017,8786,0.95%,19148.2,99.64,4.60,145845,2.81,0.66
2/20/2017,8793,0.95%,19148.2,99.64,4.60,145845,2.81,0.66
2/27/2017,8800,0.95%,19148.2,99.64,4.60,145845,2.81,0.66
3/6/2017,8807,0.95%,19148.2,101.78,4.40,145975,2.44,0.79
3/13/2017,8814,0.95%,19148.2,101.78,4.40,145975,2.44,0.79
3/20/2017,8821,0.95%,19148.2,101.78,4.40,145975,2.44,0.79
3/27/2017,8828,0.95%,19148.2,101.78,4.40,145975,2.44,0.79
4/3/2017,8835,0.82%,19304.5,100.54,4.40,146172,2.18,0.90
4/10/2017,8842,0.82%,19304.5,100.54,4.40,146172,2.18,0.90
4/17/2017,8849,0.82%,19304.5,100.54,4.40,146172,2.18,0.90
4/24/2017,8856,0.82%,19304.5,100.54,4.40,146172,2.18,0.90
5/1/2017,8863,0.82%,19304.5,99.14,4.40,146389,1.86,0.91
5/8/2017,8870,0.82%,19304.5,99.14,4.40,146389,1.86,0.91
5/15/2017,8877,0.82%,19304.5,99.14,4.40,146389,1.86,0.91
5/22/2017,8884,0.82%,19304.5,99.14,4.40,146389,1.86,0.91
5/29/2017,8891,0.82%,19304.5,99.14,4.40,146389,1.86,0.91
6/5/2017,8898,0.82%,19304.5,97.20,4.30,146588,1.64,1.04
6/12/2017,8905,0.82%,19304.5,97.20,4.30,146588,1.64,1.04
6/19/2017,8912,0.82%,19304.5,97.20,4.30,146588,1.64,1.04
6/26/2017,8919,0.82%,19304.5,97.20,4.30,146588,1.64,1.04
7/3/2017,8926,1.33%,19561.9,96.20,4.30,146772,1.73,1.15
7/10/2017,8933,1.33%,19561.9,96.20,4.30,146772,1.73,1.15
7/17/2017,8940,1.33%,19561.9,96.20,4.30,146772,1.73,1.15
7/24/2017,8947,1.33%,19561.9,96.20,4.30,146772,1.73,1.15
7/31/2017,8954,1.33%,19561.9,96.20,4.30,146772,1.73,1.15
8/7/2017,8961,1.33%,19561.9,93.03,4.40,146907,1.93,1.16
8/14/2017,8968,1.33%,19561.9,93.03,4.40,146907,1.93,1.16
8/21/2017,8975,1.33%,19561.9,93.03,4.40,146907,1.93,1.16
8/28/2017,8982,1.33%,19561.9,93.03,4.40,146907,1.93,1.16
9/4/2017,8989,1.33%,19561.9,92.81,4.30,146999,2.18,1.15
9/11/2017,8996,1.33%,19561.9,92.81,4.30,146999,2.18,1.15
9/18/2017,9003,1.33%,19561.9,92.81,4.30,146999,2.18,1.15
9/25/2017,9010,1.33%,19561.9,92.81,4.30,146999,2.18,1.15
10/2/2017,9017,1.70%,19894.8,93.56,4.20,147147,2.02,1.15
10/9/2017,9024,1.70%,19894.8,93.56,4.20,147147,2.02,1.15
10/16/2017,9031,1.70%,19894.8,93.56,4.20,147147,2.02,1.15
10/23/2017,9038,1.70%,19894.8,93.56,4.20,147147,2.02,1.15
10/30/2017,9045,1.70%,19894.8,93.56,4.20,147147,2.02,1.15
11/6/2017,9052,1.70%,19894.8,94.82,4.20,147377,2.17,1.16
11/13/2017,9059,1.70%,19894.8,94.82,4.20,147377,2.17,1.16
11/20/2017,9066,1.70%,19894.8,94.82,4.20,147377,2.17,1.16
11/27/2017,9073,1.70%,19894.8,94.82,4.20,147377,2.17,1.16
12/4/2017,9080,1.70%,19894.8,92.90,4.10,147521,2.13,1.30
12/11/2017,9087,1.70%,19894.8,92.90,4.10,147521,2.13,1.30
12/18/2017,9094,1.70%,19894.8,92.90,4.10,147521,2.13,1.30
12/25/2017,9101,1.70%,19894.8,92.90,4.10,147521,2.13,1.30
1/1/2018,9108,1.31%,20155.5,91.85,4.00,147670,2.15,1.41
1/8/2018,9115,1.31%,20155.5,91.85,4.00,147670,2.15,1.41
1/15/2018,9122,1.31%,20155.5,91.85,4.00,147670,2.15,1.41
1/22/2018,9129,1.31%,20155.5,91.85,4.00,147670,2.15,1.41
1/29/2018,9136,1.31%,20155.5,91.85,4.00,147670,2.15,1.41
2/5/2018,9143,1.31%,20155.5,88.67,4.10,148058,2.26,1.42
2/12/2018,9150,1.31%,20155.5,88.67,4.10,148058,2.26,1.42
2/19/2018,9157,1.31%,20155.5,88.67,4.10,148058,2.26,1.42
2/26/2018,9164,1.31%,20155.5,88.67,4.10,148058,2.26,1.42
3/5/2018,9171,1.31%,20155.5,90.32,4.00,148281,2.33,1.51
3/12/2018,9178,1.31%,20155.5,90.32,4.00,148281,2.33,1.51
3/19/2018,9185,1.31%,20155.5,90.32,4.00,148281,2.33,1.51
3/26/2018,9192,1.31%,20155.5,90.32,4.00,148281,2.33,1.51
4/2/2018,9199,1.56%,20470.2,90.05,4.00,148426,2.47,1.69
4/9/2018,9206,1.56%,20470.2,90.05,4.00,148426,2.47,1.69
4/16/2018,9213,1.56%,20470.2,90.05,4.00,148426,2.47,1.69
4/23/2018,9220,1.56%,20470.2,90.05,4.00,148426,2.47,1.69
4/30/2018,9227,1.56%,20470.2,90.05,4.00,148426,2.47,1.69
5/7/2018,9234,1.56%,20470.2,92.45,3.80,148755,2.78,1.70
5/14/2018,9241,1.56%,20470.2,92.45,3.80,148755,2.78,1.70
5/21/2018,9248,1.56%,20470.2,92.45,3.80,148755,2.78,1.70
5/28/2018,9255,1.56%,20470.2,92.45,3.80,148755,2.78,1.70
6/4/2018,9262,1.56%,20470.2,94.19,4.00,148966,2.81,1.82
6/11/2018,9269,1.56%,20470.2,94.19,4.00,148966,2.81,1.82
6/18/2018,9276,1.56%,20470.2,94.19,4.00,148966,2.81,1.82
6/25/2018,9283,1.56%,20470.2,94.19,4.00,148966,2.81,1.82
7/2/2018,9290,1.06%,20687.3,94.87,3.80,149022,2.85,1.91
7/9/2018,9297,1.06%,20687.3,94.87,3.80,149022,2.85,1.91
7/16/2018,9304,1.06%,20687.3,94.87,3.80,149022,2.85,1.91
7/23/2018,9311,1.06%,20687.3,94.87,3.80,149022,2.85,1.91
7/30/2018,9318,1.06%,20687.3,94.87,3.80,149022,2.85,1.91
8/6/2018,9325,1.06%,20687.3,94.62,3.80,149272,2.64,1.91
8/13/2018,9332,1.06%,20687.3,94.62,3.80,149272,2.64,1.91
8/20/2018,9339,1.06%,20687.3,94.62,3.80,149272,2.64,1.91
8/27/2018,9346,1.06%,20687.3,94.62,3.80,149272,2.64,1.91
9/3/2018,9353,1.06%,20687.3,95.42,3.70,149361,2.33,1.95
9/10/2018,9360,1.06%,20687.3,95.42,3.70,149361,2.33,1.95
9/17/2018,9367,1.06%,20687.3,95.42,3.70,149361,2.33,1.95
9/24/2018,9374,1.06%,20687.3,95.42,3.70,149361,2.33,1.95
10/1/2018,9381,0.64%,20819.3,95.30,3.80,149526,2.49,2.19
10/8/2018,9388,0.64%,20819.3,95.30,3.80,149526,2.49,2.19
10/15/2018,9395,0.64%,20819.3,95.30,3.80,149526,2.49,2.19
10/22/2018,9402,0.64%,20819.3,95.30,3.80,149526,2.49,2.19
10/29/2018,9409,0.64%,20819.3,95.30,3.80,149526,2.49,2.19
11/5/2018,9416,0.64%,20819.3,96.28,3.80,149622,2.15,2.20
11/12/2018,9423,0.64%,20819.3,96.28,3.80,149622,2.15,2.20
11/19/2018,9430,0.64%,20819.3,96.28,3.80,149622,2.15,2.20
11/26/2018,9437,0.64%,20819.3,96.28,3.80,149622,2.15,2.20
12/3/2018,9444,0.64%,20819.3,97.04,3.90,149805,2.00,2.27
12/10/2018,9451,0.64%,20819.3,97.04,3.90,149805,2.00,2.27
12/17/2018,9458,0.64%,20819.3,97.04,3.90,149805,2.00,2.27
12/24/2018,9465,0.64%,20819.3,97.04,3.90,149805,2.00,2.27
12/31/2018,9472,0.64%,20819.3,97.04,3.90,149805,2.00,2.27
1/7/2019,9479,0.93%,21013.1,96.82,4.00,150114,1.55,2.40
1/14/2019,9486,0.93%,21013.1,96.82,4.00,150114,1.55,2.40
1/21/2019,9493,0.93%,21013.1,96.82,4.00,150114,1.55,2.40
1/28/2019,9500,0.93%,21013.1,96.82,4.00,150114,1.55,2.40
2/4/2019,9507,0.93%,21013.1,95.58,3.80,150092,1.52,2.40
2/11/2019,9514,0.93%,21013.1,95.58,3.80,150092,1.52,2.40
2/18/2019,9521,0.93%,21013.1,95.58,3.80,150092,1.52,2.40
2/25/2019,9528,0.93%,21013.1,95.58,3.80,150092,1.52,2.40
3/4/2019,9535,0.93%,21013.1,96.53,3.80,150320,1.85,2.41
3/11/2019,9542,0.93%,21013.1,96.53,3.80,150320,1.85,2.41
3/18/2019,9549,0.93%,21013.1,96.53,3.80,150320,1.85,2.41
3/25/2019,9556,0.93%,21013.1,96.53,3.80,150320,1.85,2.41
4/1/2019,9563,1.23%,21272.4,97.25,3.60,150563,1.99,2.42
4/8/2019,9570,1.23%,21272.4,97.25,3.60,150563,1.99,2.42
4/15/2019,9577,1.23%,21272.4,97.25,3.60,150563,1.99,2.42
4/22/2019,9584,1.23%,21272.4,97.25,3.60,150563,1.99,2.42
4/29/2019,9591,1.23%,21272.4,97.25,3.60,150563,1.99,2.42
5/6/2019,9598,1.23%,21272.4,97.69,3.70,150630,1.79,2.39
5/13/2019,9605,1.23%,21272.4,97.69,3.70,150630,1.79,2.39
5/20/2019,9612,1.23%,21272.4,97.69,3.70,150630,1.79,2.39
5/27/2019,9619,1.23%,21272.4,97.69,3.70,150630,1.79,2.39
6/3/2019,9626,1.23%,21272.4,97.14,3.60,150797,1.65,2.38
6/10/2019,9633,1.23%,21272.4,97.14,3.60,150797,1.65,2.38
6/17/2019,9640,1.23%,21272.4,97.14,3.60,150797,1.65,2.38
6/24/2019,9647,1.23%,21272.4,97.14,3.60,150797,1.65,2.38
7/1/2019,9654,1.22%,21531.8,96.84,3.70,150879,1.78,2.40
7/8/2019,9661,1.22%,21531.8,96.84,3.70,150879,1.78,2.40
7/15/2019,9668,1.22%,21531.8,96.84,3.70,150879,1.78,2.40
7/22/2019,9675,1.22%,21531.8,96.84,3.70,150879,1.78,2.40
7/29/2019,9682,1.22%,21531.8,96.84,3.70,150879,1.78,2.40
8/5/2019,9689,1.22%,21531.8,98.39,3.70,151111,1.75,2.13
8/12/2019,9696,1.22%,21531.8,98.39,3.70,151111,1.75,2.13
8/19/2019,9703,1.22%,21531.8,98.39,3.70,151111,1.75,2.13
8/26/2019,9710,1.22%,21531.8,98.39,3.70,151111,1.75,2.13
9/2/2019,9717,1.22%,21531.8,98.95,3.50,151318,1.72,2.04
9/9/2019,9724,1.22%,21531.8,98.95,3.50,151318,1.72,2.04
9/16/2019,9731,1.22%,21531.8,98.95,3.50,151318,1.72,2.04
9/23/2019,9738,1.22%,21531.8,98.95,3.50,151318,1.72,2.04
9/30/2019,9745,1.22%,21531.8,98.95,3.50,151318,1.72,2.04
10/7/2019,9752,0.81%,21706.5,99.13,3.60,151447,1.77,1.83
10/14/2019,9759,0.81%,21706.5,99.13,3.60,151447,1.77,1.83
10/21/2019,9766,0.81%,21706.5,99.13,3.60,151447,1.77,1.83
10/28/2019,9773,0.81%,21706.5,99.13,3.60,151447,1.77,1.83
11/4/2019,9780,0.81%,21706.5,97.24,3.60,151662,2.06,1.55
11/11/2019,9787,0.81%,21706.5,97.24,3.60,151662,2.06,1.55
11/18/2019,9794,0.81%,21706.5,97.24,3.60,151662,2.06,1.55
11/25/2019,9801,0.81%,21706.5,97.24,3.60,151662,2.06,1.55
12/2/2019,9808,0.81%,21706.5,97.86,3.60,151764,2.31,1.55
12/9/2019,9815,0.81%,21706.5,97.86,3.60,151764,2.31,1.55
12/16/2019,9822,0.81%,21706.5,97.86,3.60,151764,2.31,1.55
12/23/2019,9829,0.81%,21706.5,97.86,3.60,151764,2.31,1.55
12/30/2019,9836,0.81%,21706.5,97.86,3.60,151764,2.31,1.55
1/6/2020,9843,-0.78%,21538,96.85,3.50,152098,2.50,1.55
1/13/2020,9850,-0.78%,21538,96.85,3.50,152098,2.50,1.55
1/20/2020,9857,-0.78%,21538,96.85,3.50,152098,2.50,1.55
1/27/2020,9864,-0.78%,21538,96.85,3.50,152098,2.50,1.55
2/3/2020,9871,-0.78%,21538,97.80,3.50,152371,2.34,1.58
2/10/2020,9878,-0.78%,21538,97.80,3.50,152371,2.34,1.58
2/17/2020,9885,-0.78%,21538,97.80,3.50,152371,2.34,1.58
2/24/2020,9892,-0.78%,21538,97.80,3.50,152371,2.34,1.58
3/2/2020,9899,-0.78%,21538,97.36,4.40,150944,1.54,0.65
3/9/2020,9906,-0.78%,21538,97.36,4.40,150944,1.54,0.65
3/16/2020,9913,-0.78%,21538,97.36,4.40,150944,1.54,0.65
3/23/2020,9920,-0.78%,21538,97.36,4.40,150944,1.54,0.65
3/30/2020,9927,-0.78%,21538,97.36,4.40,150944,1.54,0.65
4/6/2020,9934,-8.83%,19636.7,99.67,14.70,130430,0.35,0.05
4/13/2020,9941,-8.83%,19636.7,99.67,14.70,130430,0.35,0.05
4/20/2020,9948,-8.83%,19636.7,99.67,14.70,130430,0.35,0.05
4/27/2020,9955,-8.83%,19636.7,99.67,14.70,130430,0.35,0.05
5/4/2020,9962,-8.83%,19636.7,98.80,13.20,133055,0.23,0.05
5/11/2020,9969,-8.83%,19636.7,98.80,13.20,133055,0.23,0.05
5/18/2020,9976,-8.83%,19636.7,98.80,13.20,133055,0.23,0.05
5/25/2020,9983,-8.83%,19636.7,98.80,13.20,133055,0.23,0.05
6/1/2020,9990,-8.83%,19636.7,97.83,11.00,137620,0.72,0.08
6/8/2020,9997,-8.83%,19636.7,97.83,11.00,137620,0.72,0.08
6/15/2020,10004,-8.83%,19636.7,97.83,11.00,137620,0.72,0.08
6/22/2020,10011,-8.83%,19636.7,97.83,11.00,137620,0.72,0.08
6/29/2020,10018,-8.83%,19636.7,97.83,11.00,137620,0.72,0.08
7/6/2020,10025,8.79%,21362.4,97.20,10.20,139064,1.01,0.09
7/13/2020,10032,8.79%,21362.4,97.20,10.20,139064,1.01,0.09
7/20/2020,10039,8.79%,21362.4,97.20,10.20,139064,1.01,0.09
7/27/2020,10046,8.79%,21362.4,97.20,10.20,139064,1.01,0.09
8/3/2020,10053,8.79%,21362.4,93.50,8.40,140799,1.31,0.10
8/10/2020,10060,8.79%,21362.4,93.50,8.40,140799,1.31,0.10
8/17/2020,10067,8.79%,21362.4,93.50,8.40,140799,1.31,0.10
8/24/2020,10074,8.79%,21362.4,93.50,8.40,140799,1.31,0.10
8/31/2020,10081,8.79%,21362.4,93.50,8.40,140799,1.31,0.10
9/7/2020,10088,8.79%,21362.4,92.34,7.90,141760,1.37,0.09
9/14/2020,10095,8.79%,21362.4,92.34,7.90,141760,1.37,0.09
9/21/2020,10102,8.79%,21362.4,92.34,7.90,141760,1.37,0.09
9/28/2020,10109,8.79%,21362.4,92.34,7.90,141760,1.37,0.09
10/5/2020,10116,1.60%,21704.7,93.71,6.90,142479,1.18,0.09
10/12/2020,10123,1.60%,21704.7,93.71,6.90,142479,1.18,0.09
10/19/2020,10130,1.60%,21704.7,93.71,6.90,142479,1.18,0.09
10/26/2020,10137,1.60%,21704.7,93.71,6.90,142479,1.18,0.09
11/2/2020,10144,1.60%,21704.7,94.05,6.70,142743,1.17,0.09
11/9/2020,10151,1.60%,21704.7,94.05,6.70,142743,1.17,0.09
11/16/2020,10158,1.60%,21704.7,94.05,6.70,142743,1.17,0.09
11/23/2020,10165,1.60%,21704.7,94.05,6.70,142743,1.17,0.09
11/30/2020,10172,1.60%,21704.7,94.05,6.70,142743,1.17,0.09
12/7/2020,10179,1.60%,21704.7,91.31,6.70,142475,1.32,0.09
12/14/2020,10186,1.60%,21704.7,91.31,6.70,142475,1.32,0.09
12/21/2020,10193,1.60%,21704.7,91.31,6.70,142475,1.32,0.09
12/28/2020,10200,1.60%,21704.7,91.31,6.70,142475,1.32,0.09
1/4/2021,10207,2.81%,22313.9,89.88,6.30,142969,1.39,0.09
1/11/2021,10214,2.81%,22313.9,89.88,6.30,142969,1.39,0.09
1/18/2021,10221,2.81%,22313.9,89.88,6.30,142969,1.39,0.09
1/25/2021,10228,2.81%,22313.9,89.88,6.30,142969,1.39,0.09
2/1/2021,10235,2.81%,22313.9,91.02,6.20,143544,1.69,0.08
2/8/2021,10242,2.81%,22313.9,91.02,6.20,143544,1.69,0.08
2/15/2021,10249,2.81%,22313.9,91.02,6.20,143544,1.69,0.08
2/22/2021,10256,2.81%,22313.9,91.02,6.20,143544,1.69,0.08
3/1/2021,10263,2.81%,22313.9,91.04,6.10,144328,2.63,0.07
3/8/2021,10270,2.81%,22313.9,91.04,6.10,144328,2.63,0.07
3/15/2021,10277,2.81%,22313.9,91.04,6.10,144328,2.63,0.07
3/22/2021,10284,2.81%,22313.9,91.04,6.10,144328,2.63,0.07
3/29/2021,10291,2.81%,22313.9,91.04,6.10,144328,2.63,0.07
4/5/2021,10298,3.28%,23046.9,92.93,6.10,144614,4.13,0.07
4/12/2021,10305,3.28%,23046.9,92.93,6.10,144614,4.13,0.07
4/19/2021,10312,3.28%,23046.9,92.93,6.10,144614,4.13,0.07
4/26/2021,10319,3.28%,23046.9,92.93,6.10,144614,4.13,0.07
5/3/2021,10326,3.28%,23046.9,90.95,5.80,145096,4.92,0.06
5/10/2021,10333,3.28%,23046.9,90.95,5.80,145096,4.92,0.06
5/17/2021,10340,3.28%,23046.9,90.95,5.80,145096,4.92,0.06
5/24/2021,10347,3.28%,23046.9,90.95,5.80,145096,4.92,0.06
5/31/2021,10354,3.28%,23046.9,90.95,5.80,145096,4.92,0.06
6/7/2021,10361,3.28%,23046.9,89.83,5.90,145789,5.28,0.08
6/14/2021,10368,3.28%,23046.9,89.83,5.90,145789,5.28,0.08
6/21/2021,10375,3.28%,23046.9,89.83,5.90,145789,5.28,0.08
6/28/2021,10382,3.28%,23046.9,89.83,5.90,145789,5.28,0.08
7/5/2021,10389,2.18%,23550.4,92.60,5.40,146558,5.22,0.10
7/12/2021,10396,2.18%,23550.4,92.60,5.40,146558,5.22,0.10
7/19/2021,10403,2.18%,23550.4,92.60,5.40,146558,5.22,0.10
7/26/2021,10410,2.18%,23550.4,92.60,5.40,146558,5.22,0.10
8/2/2021,10417,2.18%,23550.4,92.05,5.20,147221,5.19,0.09
8/9/2021,10424,2.18%,23550.4,92.05,5.20,147221,5.19,0.09
8/16/2021,10431,2.18%,23550.4,92.05,5.20,147221,5.19,0.09
8/23/2021,10438,2.18%,23550.4,92.05,5.20,147221,5.19,0.09
8/30/2021,10445,2.18%,23550.4,92.05,5.20,147221,5.19,0.09
9/6/2021,10452,2.18%,23550.4,92.45,4.80,147778,5.38,0.08
9/13/2021,10459,2.18%,23550.4,92.45,4.80,147778,5.38,0.08
9/20/2021,10466,2.18%,23550.4,92.45,4.80,147778,5.38,0.08
9/27/2021,10473,2.18%,23550.4,92.45,4.80,147778,5.38,0.08
10/4/2021,10480,3.39%,24349.1,94.04,4.50,148559,6.24,0.08
10/11/2021,10487,3.39%,24349.1,94.04,4.50,148559,6.24,0.08
10/18/2021,10494,3.39%,24349.1,94.04,4.50,148559,6.24,0.08
10/25/2021,10501,3.39%,24349.1,94.04,4.50,148559,6.24,0.08
11/1/2021,10508,3.39%,24349.1,93.88,4.20,149173,6.86,0.08
11/8/2021,10515,3.39%,24349.1,93.88,4.20,149173,6.86,0.08
11/15/2021,10522,3.39%,24349.1,93.88,4.20,149173,6.86,0.08
11/22/2021,10529,3.39%,24349.1,93.88,4.20,149173,6.86,0.08
11/29/2021,10536,3.39%,24349.1,93.88,4.20,149173,6.86,0.08
12/6/2021,10543,3.39%,24349.1,96.05,3.90,149742,7.19,0.08
12/13/2021,10550,3.39%,24349.1,96.05,3.90,149742,7.19,0.08
12/20/2021,10557,3.39%,24349.1,96.05,3.90,149742,7.19,0.08
12/27/2021,10564,3.39%,24349.1,96.05,3.90,149742,7.19,0.08
1/3/2022,10571,1.61%,24740.5,96.24,4.00,150106,7.60,0.08
1/10/2022,10578,1.61%,24740.5,96.24,4.00,150106,7.60,0.08
1/17/2022,10585,1.61%,24740.5,96.24,4.00,150106,7.60,0.08
1/24/2022,10592,1.61%,24740.5,96.24,4.00,150106,7.60,0.08
1/31/2022,10599,1.61%,24740.5,96.24,4.00,150106,7.60,0.08
2/7/2022,10606,1.61%,24740.5,96.39,3.80,151010,7.95,0.08
2/14/2022,10613,1.61%,24740.5,96.39,3.80,151010,7.95,0.08
2/21/2022,10620,1.61%,24740.5,96.39,3.80,151010,7.95,0.08
2/28/2022,10627,1.61%,24740.5,96.39,3.80,151010,7.95,0.08
3/7/2022,10634,1.61%,24740.5,97.41,3.60,151424,8.52,0.20
3/14/2022,10641,1.61%,24740.5,97.41,3.60,151424,8.52,0.20
3/21/2022,10648,1.61%,24740.5,97.41,3.60,151424,8.52,0.20
3/28/2022,10655,1.61%,24740.5,97.41,3.60,151424,8.52,0.20
4/4/2022,10662,2.05%,25248.5,98.63,3.60,151678,8.23,0.33
4/11/2022,10669,2.05%,25248.5,98.63,3.60,151678,8.23,0.33
4/18/2022,10676,2.05%,25248.5,98.63,3.60,151678,8.23,0.33
4/25/2022,10683,2.05%,25248.5,98.63,3.60,151678,8.23,0.33
5/2/2022,10690,2.05%,25248.5,103.74,3.60,152042,8.50,0.77
5/9/2022,10697,2.05%,25248.5,103.74,3.60,152042,8.50,0.77
5/16/2022,10704,2.05%,25248.5,103.74,3.60,152042,8.50,0.77
5/23/2022,10711,2.05%,25248.5,103.74,3.60,152042,8.50,0.77
5/30/2022,10718,2.05%,25248.5,103.74,3.60,152042,8.50,0.77
6/6/2022,10725,2.05%,25248.5,102.55,3.60,152412,8.93,1.21
6/13/2022,10732,2.05%,25248.5,102.55,3.60,152412,8.93,1.21
6/20/2022,10739,2.05%,25248.5,102.55,3.60,152412,8.93,1.21
6/27/2022,10746,2.05%,25248.5,102.55,3.60,152412,8.93,1.21
7/4/2022,10753,1.88%,25723.9,105.14,3.50,152980,8.41,1.68
7/11/2022,10760,1.88%,25723.9,105.14,3.50,152980,8.41,1.68
7/18/2022,10767,1.88%,25723.9,105.14,3.50,152980,8.41,1.68
7/25/2022,10774,1.88%,25723.9,105.14,3.50,152980,8.41,1.68
8/1/2022,10781,1.88%,25723.9,105.45,3.70,153332,8.23,2.33
8/8/2022,10788,1.88%,25723.9,105.45,3.70,153332,8.23,2.33
8/15/2022,10795,1.88%,25723.9,105.45,3.70,153332,8.23,2.33
8/22/2022,10802,1.88%,25723.9,105.45,3.70,153332,8.23,2.33
8/29/2022,10809,1.88%,25723.9,105.45,3.70,153332,8.23,2.33
9/5/2022,10816,1.88%,25723.9,109.69,3.50,153682,8.21,2.56
9/12/2022,10823,1.88%,25723.9,109.69,3.50,153682,8.21,2.56
9/19/2022,10830,1.88%,25723.9,109.69,3.50,153682,8.21,2.56
9/26/2022,10837,1.88%,25723.9,109.69,3.50,153682,8.21,2.56
10/3/2022,10844,1.64%,26145,111.75,3.70,154006,7.76,3.08
10/10/2022,10851,1.64%,26145,111.75,3.70,154006,7.76,3.08
10/17/2022,10858,1.64%,26145,111.75,3.70,154006,7.76,3.08
10/24/2022,10865,1.64%,26145,111.75,3.70,154006,7.76,3.08
10/31/2022,10872,1.64%,26145,111.75,3.70,154006,7.76,3.08
11/7/2022,10879,1.64%,26145,111.48,3.60,154296,7.14,3.78
11/14/2022,10886,1.64%,26145,111.48,3.60,154296,7.14,3.78
11/21/2022,10893,1.64%,26145,111.48,3.60,154296,7.14,3.78
11/28/2022,10900,1.64%,26145,111.48,3.60,154296,7.14,3.78
12/5/2022,10907,1.64%,26145,104.73,3.50,154556,6.44,4.10
12/12/2022,10914,1.64%,26145,104.73,3.50,154556,6.44,4.10
12/19/2022,10921,1.64%,26145,104.73,3.50,154556,6.44,4.10
12/26/2022,10928,1.64%,26145,104.73,3.50,154556,6.44,4.10
